(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
33:37:09,1697047770,2023-10-11T18:09:30,2023-10-11T20:09:30,1.0,2017.29,33.72,38.38,0.0,36.38,35.7,868.02,873.45,1.9,32.98,0.9842,711,0,8.874,0.98138,3.56,29985,46,30.0,9.92,0.02,10.49,0.02,10.49,0.02,10.49,0.02,67.89,0.88,78.94,1.19,79.15,1.19,79.17,1.19,79.17,1.19,0.54,0.0,75.6153,0.0,-1.969791,30.758686,1374.2,11.0,0.840904,0.8,144.0,17.4,135,151,510.9,12.6,506,518,-862.6,3.3,-866,-859,1486.9,169132.2,778,2415,275.2,311559.6,-936,1942,-2816.3,33707.5,-3115,-2476,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218654,0.628406,0.075984,0.039466,0.0,30.0
33:37:39,1697047800,2023-10-11T18:10:00,2023-10-11T20:10:00,0.997,2017.79,33.72,38.4,0.0,36.38,36.0,868.07,873.42,1.9,33.19,0.9841,711,0,8.874,0.98381,3.56,29969,46,30.0,9.38,0.12,9.91,0.14,9.91,0.14,9.91,0.14,64.18,5.72,74.62,7.74,74.82,7.78,74.85,7.78,74.85,7.78,0.53,0.0,75.6204,0.0,-1.969775,30.758715,1381.6,10.0,0.365968,0.9,143.1,19.9,134,151,510.9,9.4,506,516,-862.9,5.1,-868,-857,1425.5,129035.5,673,2205,257.1,235749.3,-787,1373,-2796.1,39215.0,-3395,-2493,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226416,0.63158,0.084503,0.038504,0.0,30.0
33:38:09,1697047830,2023-10-11T18:10:30,2023-10-11T20:10:30,0.997,2018.29,33.73,38.35,0.0,36.38,35.62,867.78,873.37,1.9,33.0,0.984,711,0,8.873,0.98219,3.56,29953,46,30.0,8.22,0.04,8.69,0.04,8.69,0.04,8.69,0.04,56.27,1.81,65.42,2.44,65.6,2.46,65.62,2.46,65.62,2.46,0.53,0.0,75.625,0.0,-1.969717,30.758745,1381.9,11.0,0.268308,0.8,142.9,14.0,136,153,511.6,9.6,508,521,-862.9,5.7,-867,-857,1521.3,161452.5,936,2511,292.9,254090.1,-665,1058,-2803.4,29651.5,-3281,-2441,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217997,0.585971,0.076014,0.039374,0.0,30.0
33:38:39,1697047860,2023-10-11T18:11:00,2023-10-11T20:11:00,0.999,2018.79,33.73,38.37,0.0,36.38,35.83,867.94,873.48,1.9,33.06,0.9841,711,0,8.872,0.98158,3.56,29937,46,30.0,8.86,0.15,9.37,0.16,9.37,0.16,9.37,0.16,60.67,6.8,70.54,9.19,70.73,9.24,70.75,9.25,70.75,9.25,0.52,0.0,75.6295,0.0,-1.969666,30.758678,1366.2,11.0,0.314054,0.8,144.1,13.3,137,152,512.2,39.2,503,540,-862.7,12.0,-867,-849,1382.1,231001.5,-472,2038,310.1,227697.9,-595,1531,-2859.7,83947.0,-4112,-2397,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218207,0.590621,0.07591,0.039485,0.0,30.0
33:39:09,1697047890,2023-10-11T18:11:30,2023-10-11T20:11:30,0.996,2019.28,33.72,38.39,0.0,36.38,35.86,867.93,873.53,1.9,33.46,0.9841,711,0,8.87,0.98097,3.56,29922,46,30.0,9.68,0.04,10.24,0.04,10.24,0.04,10.24,0.04,66.3,1.71,77.09,2.32,77.29,2.33,77.32,2.33,77.32,2.33,0.5,0.0,75.6344,0.0,-1.969638,30.758701,1362.9,11.0,0.204058,0.8,142.8,12.2,136,149,514.2,31.2,506,527,-862.2,8.5,-867,-854,1404.1,264226.1,210,2555,427.0,221691.7,-866,1146,-2835.0,608511.0,-6072,-280,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217257,0.593915,0.075797,0.038479,0.0,30.0
33:39:39,1697047920,2023-10-11T18:12:00,2023-10-11T20:12:00,0.998,2019.78,33.73,38.35,0.0,36.38,35.85,867.94,873.43,1.9,33.44,0.984,711,0,8.874,0.98057,3.56,29906,46,30.0,10.05,0.14,10.63,0.15,10.63,0.15,10.63,0.15,68.82,6.37,80.02,8.61,80.23,8.65,80.26,8.66,80.26,8.66,0.52,0.0,75.6396,0.0,-1.969607,30.758743,1369.3,11.0,0.360314,0.8,145.0,5.8,141,151,521.4,12.2,516,528,-859.1,2.9,-862,-856,1395.2,182491.4,603,2345,349.8,227561.3,-673,1470,-2809.8,28691.0,-3193,-2423,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218675,0.594538,0.075968,0.039565,0.0,30.0
33:40:09,1697047950,2023-10-11T18:12:30,2023-10-11T20:12:30,0.998,2020.28,33.74,38.39,0.0,36.38,35.77,868.04,873.5,1.9,32.87,0.9842,711,0,8.872,0.9826,3.55,29890,46,30.0,11.25,0.68,11.89,0.76,11.89,0.76,11.89,0.76,76.98,31.83,89.51,43.02,89.75,43.25,89.78,43.28,89.78,43.28,0.51,0.0,75.6452,0.0,-1.969631,30.758745,1374.8,11.0,0.477506,0.8,144.9,11.5,136,151,522.4,11.2,515,529,-858.7,4.5,-863,-855,1543.5,175470.0,717,2423,251.8,127425.0,-402,971,-2792.3,18842.0,-3088,-2528,0.0,0.0,0.0,0.0,100.0,0.0,0,0.219986,0.602559,0.077262,0.039372,0.0,30.0
33:40:39,1697047980,2023-10-11T18:13:00,2023-10-11T20:13:00,0.998,2020.78,33.75,38.31,0.0,36.38,35.66,867.94,873.35,1.9,32.98,0.9839,711,0,8.874,0.98219,3.56,29874,46,30.0,11.58,0.05,12.25,0.06,12.25,0.06,12.25,0.06,79.29,2.36,92.19,3.18,92.43,3.2,92.46,3.2,92.46,3.2,0.52,0.0,75.6512,0.0,-1.96964,30.758766,1372.2,11.0,0.288354,0.8,145.1,7.0,140,150,523.2,15.6,516,531,-857.9,6.0,-862,-852,1410.1,185876.9,560,2493,337.1,284978.3,-1216,1916,-2819.7,31496.5,-3158,-2371,0.0,0.0,0.0,0.0,100.0,0.0,0,0.22164,0.6047,0.079522,0.038563,0.0,30.0
33:41:09,1697048010,2023-10-11T18:13:30,2023-10-11T20:13:30,0.998,2021.28,33.74,38.35,0.0,36.38,35.59,868.11,873.48,1.9,33.27,0.9841,711,0,8.873,0.98016,3.55,29858,46,30.0,11.24,0.01,11.89,0.01,11.89,0.01,11.89,0.01,76.96,0.51,89.48,0.69,89.72,0.69,89.75,0.69,89.75,0.69,0.51,0.0,75.6572,0.0,-1.969653,30.75869,1369.9,12.0,0.306344,0.8,146.2,12.8,140,155,524.6,8.9,520,531,-857.5,6.6,-861,-852,1492.7,260631.8,367,2292,314.6,180274.5,-813,1181,-2798.7,28157.5,-3255,-2485,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226531,0.615083,0.084355,0.038455,0.0,30.0
33:41:39,1697048040,2023-10-11T18:14:00,2023-10-11T20:14:00,0.998,2021.78,33.72,38.39,0.0,36.38,36.35,868.13,873.5,1.9,32.76,0.9843,711,0,8.872,0.98178,3.55,29842,46,30.0,10.69,0.02,11.31,0.03,11.31,0.03,11.31,0.03,73.19,1.15,85.1,1.55,85.33,1.56,85.36,1.56,85.36,1.56,0.5,0.0,75.663,0.0,-1.969736,30.758686,1368.7,11.0,0.360314,0.8,146.7,12.1,141,155,524.6,18.2,517,535,-857.4,7.1,-862,-852,1454.5,256203.8,481,2415,375.2,300320.0,-1137,1811,-2841.6,27448.5,-3185,-2616,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218419,0.614704,0.076056,0.039427,0.0,30.0
33:42:09,1697048070,2023-10-11T18:14:30,2023-10-11T20:14:30,0.997,2022.27,33.71,38.32,0.0,36.38,35.94,868.14,873.51,1.9,32.82,0.9843,711,0,8.871,0.98077,3.55,29826,46,30.0,11.09,0.04,11.73,0.05,11.73,0.05,11.73,0.05,75.93,2.06,88.28,2.78,88.52,2.8,88.55,2.81,88.55,2.81,0.5,0.0,75.6687,0.0,-1.969694,30.758686,1368.4,11.0,0.14906,0.8,147.0,11.0,138,153,524.9,8.9,521,531,-857.0,4.3,-862,-854,1459.4,223410.0,367,2388,353.1,259554.5,-1067,1277,-2800.1,31982.5,-3150,-2397,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217385,0.61968,0.075759,0.038525,0.0,30.0
33:42:39,1697048100,2023-10-11T18:15:00,2023-10-11T20:15:00,0.999,2022.77,33.7,38.35,0.0,36.38,35.65,868.0,873.56,1.9,32.85,0.9844,711,0,8.872,0.983,3.55,29811,46,30.0,11.97,0.78,12.65,0.87,12.65,0.87,12.65,0.87,81.91,36.49,95.24,49.34,95.49,49.6,95.53,49.64,95.53,49.64,0.49,0.0,75.6748,0.0,-1.969652,30.758608,1350.1,11.0,0.302746,0.8,147.8,15.3,141,158,525.1,10.8,520,532,-857.0,5.2,-861,-852,1469.1,153849.5,717,2406,272.2,202099.2,-910,901,-2835.2,24281.0,-3167,-2485,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217676,0.625393,0.075803,0.03855,0.0,30.0
33:43:09,1697048130,2023-10-11T18:15:30,2023-10-11T20:15:30,0.995,2023.27,33.68,38.34,0.0,36.38,35.64,868.24,873.61,1.9,33.08,0.9845,711,0,8.872,0.98158,3.55,29795,46,30.0,13.55,0.03,14.33,0.04,14.33,0.04,14.33,0.04,92.77,1.48,107.87,2.0,108.16,2.01,108.19,2.02,108.19,2.02,0.51,0.0,75.6815,0.0,-1.969687,30.758606,1350.1,11.0,0.176816,0.8,148.4,16.3,139,154,524.6,14.6,518,532,-856.8,4.8,-861,-852,1469.4,185239.2,656,2178,353.9,370463.1,-708,2091,-2769.6,27690.0,-3115,-2432,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218836,0.633399,0.075894,0.039466,0.0,30.0
33:43:39,1697048160,2023-10-11T18:16:00,2023-10-11T20:16:00,0.997,2023.77,33.69,38.35,0.0,36.38,35.7,868.22,873.61,1.9,33.07,0.9844,711,0,8.872,0.98057,3.55,29779,45,30.0,13.73,0.34,14.51,0.39,14.51,0.39,14.51,0.39,93.96,16.15,109.25,21.84,109.54,21.95,109.58,21.96,109.58,21.96,0.52,0.0,75.6887,0.0,-1.969698,30.758648,1350.2,10.0,0.216908,0.9,147.3,9.1,140,154,525.2,10.3,519,533,-857.2,3.8,-861,-854,1474.6,117625.5,796,2178,260.5,176409.9,-665,813,-2771.0,20992.0,-3062,-2458,0.0,0.0,0.0,0.0,100.0,0.0,0,0.219175,0.63072,0.076047,0.038445,0.0,30.0
33:44:09,1697048190,2023-10-11T18:16:30,2023-10-11T20:16:30,0.998,2024.27,33.68,38.32,0.0,36.38,35.8,868.03,873.59,1.9,33.41,0.9844,711,0,8.872,0.983,3.55,29763,45,30.0,13.15,0.13,13.91,0.14,13.91,0.14,13.91,0.14,90.03,5.92,104.68,8.01,104.96,8.05,105.0,8.06,105.0,8.06,0.51,0.0,75.6958,0.0,-1.969705,30.758654,1349.7,11.0,0.234898,0.8,147.2,13.3,139,153,525.6,13.4,520,533,-856.8,6.9,-864,-850,1522.7,219668.0,840,2432,318.3,163932.8,-805,857,-2793.3,21946.5,-3158,-2458,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218336,0.639691,0.076015,0.038476,0.0,30.0
33:44:39,1697048220,2023-10-11T18:17:00,2023-10-11T20:17:00,0.998,2024.76,33.67,38.3,0.0,36.38,35.94,868.03,873.54,1.9,33.19,0.9844,711,0,8.873,0.98016,3.55,29747,45,30.0,13.02,0.06,13.77,0.07,13.77,0.07,13.77,0.07,89.12,2.77,103.63,3.75,103.9,3.77,103.94,3.77,103.94,3.77,0.5,0.0,75.7027,0.0,-1.96968,30.758656,1352.5,9.0,0.150088,1.0,148.2,18.9,137,155,525.3,10.1,521,533,-856.5,4.0,-860,-853,1501.8,218644.2,481,2415,435.2,295409.6,-1146,1627,-2732.9,39914.0,-3150,-2318,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226925,0.640382,0.08448,0.03941,0.0,30.0
33:45:09,1697048250,2023-10-11T18:17:30,2023-10-11T20:17:30,0.995,2025.26,33.67,38.3,0.0,36.38,35.97,868.17,873.65,1.9,33.53,0.9844,711,0,8.873,0.98036,3.55,29731,45,30.0,13.91,0.12,14.71,0.14,14.71,0.14,14.71,0.14,95.25,5.83,110.75,7.88,111.05,7.92,111.08,7.93,111.08,7.93,0.49,0.0,75.7098,0.0,-1.969679,30.758625,1347.5,11.0,0.347464,0.8,148.2,12.5,141,155,525.2,12.1,520,534,-857.1,5.6,-861,-852,1466.1,194405.5,542,2476,324.4,320386.9,-726,1505,-2786.5,28520.0,-3097,-2441,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218726,0.648115,0.076045,0.03947,0.0,30.0
33:45:39,1697048280,2023-10-11T18:18:00,2023-10-11T20:18:00,0.999,2025.76,33.68,38.28,0.0,36.38,36.0,868.09,873.54,1.9,33.25,0.9843,711,0,8.873,0.983,3.55,29716,45,30.0,14.62,0.51,15.46,0.57,15.46,0.57,15.46,0.57,100.07,23.96,116.36,32.4,116.67,32.57,116.71,32.59,116.71,32.59,0.5,0.0,75.7173,0.0,-1.969599,30.758577,1354.8,11.0,0.349006,0.8,149.2,8.3,144,155,526.0,13.0,520,535,-856.5,4.7,-862,-852,1448.3,112144.8,700,2030,324.2,223429.7,-595,1347,-2792.9,21502.0,-3001,-2432,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218805,0.651818,0.075939,0.038445,0.0,30.0
33:46:09,1697048310,2023-10-11T18:18:30,2023-10-11T20:18:30,0.994,2026.26,33.69,38.32,0.0,36.38,35.93,868.16,873.54,1.9,33.03,0.9844,710,0,8.875,0.98158,3.55,29700,45,30.0,12.02,0.34,12.72,0.38,12.72,0.38,12.72,0.38,82.32,15.94,95.71,21.54,95.97,21.66,96.0,21.67,96.0,21.67,0.5,0.0,75.7243,0.0,-1.969656,30.758606,1366.9,12.0,0.310456,0.8,147.3,8.2,140,153,526.1,11.9,521,533,-856.4,3.9,-860,-851,1432.8,155600.0,717,2660,286.2,186474.3,-831,1146,-2833.1,29530.0,-3246,-2467,0.0,0.0,0.0,0.0,100.0,0.0,0,0.253124,0.606961,0.110049,0.039444,0.0,30.0
33:46:39,1697048340,2023-10-11T18:19:00,2023-10-11T20:19:00,0.997,2026.76,33.69,38.32,0.0,36.38,35.78,868.16,873.62,1.9,32.81,0.9845,710,0,8.872,0.97975,3.55,29684,45,30.0,10.82,0.42,11.44,0.47,11.44,0.47,11.44,0.47,74.07,19.58,86.12,26.47,86.35,26.61,86.38,26.63,86.38,26.63,0.5,0.0,75.7303,0.0,-1.969722,30.758656,1375.5,12.0,0.054484,0.8,149.1,7.6,145,154,526.1,10.0,519,532,-855.7,5.4,-860,-850,1395.8,174664.0,577,2353,313.3,219861.7,-787,1102,-2818.3,25225.5,-3193,-2528,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218185,0.612336,0.075753,0.038608,0.0,30.0
33:47:09,1697048370,2023-10-11T18:19:30,2023-10-11T20:19:30,0.997,2027.25,33.7,38.3,0.0,36.38,35.73,868.33,873.54,1.9,32.93,0.9843,710,0,8.876,0.98158,3.55,29668,45,30.0,10.22,0.06,10.8,0.07,10.8,0.07,10.8,0.07,69.93,2.94,81.31,3.97,81.53,4.0,81.55,4.0,81.55,4.0,0.52,0.0,75.7359,0.0,-1.969796,30.758654,1364.6,10.0,0.549466,0.8,149.0,9.1,143,154,526.6,8.8,521,533,-856.1,6.2,-861,-851,1481.0,182765.5,700,2283,347.8,189450.2,-647,1225,-2797.0,25228.0,-3080,-2511,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217333,0.615704,0.075913,0.039411,0.0,30.0
33:47:39,1697048400,2023-10-11T18:20:00,2023-10-11T20:20:00,0.998,2027.75,33.68,38.3,0.0,36.38,36.05,868.19,873.62,1.9,34.44,0.9842,710,0,8.874,0.98199,3.55,29652,45,30.0,11.79,0.22,12.46,0.24,12.46,0.24,12.46,0.24,80.68,10.09,93.81,13.64,94.06,13.71,94.09,13.72,94.09,13.72,0.51,0.0,75.7417,0.0,-1.969742,30.758665,1350.3,11.0,0.179386,0.8,142.8,284.0,101,178,516.5,591.7,413,546,-858.7,49.1,-874,-844,1699.8,4572718.5,-6632,9441,552.8,2008005.8,-2773,5608,-3143.8,1759417.0,-8216,-1723,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226838,0.61914,0.084263,0.038369,0.0,30.0
33:48:09,1697048430,2023-10-11T18:20:30,2023-10-11T20:20:30,0.998,2028.25,33.7,38.32,0.0,36.38,35.7,868.08,873.64,1.9,33.04,0.9844,710,0,8.875,0.9826,3.55,29636,45,30.0,12.38,0.28,13.1,0.32,13.1,0.32,13.1,0.32,84.78,13.27,98.57,17.94,98.84,18.03,98.87,18.04,98.87,18.04,0.52,0.0,75.748,0.0,-1.969714,30.758682,1355.6,10.0,0.166536,0.8,117.0,33.9,109,130,491.8,11.1,486,499,-872.0,4.1,-876,-868,1459.7,302834.5,525,2730,399.2,537798.2,-813,1750,-2793.5,41787.5,-3185,-2327,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218721,0.622414,0.075917,0.039412,0.0,30.0
33:48:39,1697048460,2023-10-11T18:21:00,2023-10-11T20:21:00,0.998,2028.75,33.71,38.3,0.0,36.38,36.21,868.11,873.54,1.9,32.99,0.9843,710,0,8.876,0.98158,3.55,29620,45,30.0,10.67,0.05,11.29,0.06,11.29,0.06,11.29,0.06,73.08,2.47,84.97,3.34,85.19,3.36,85.22,3.36,85.22,3.36,0.53,0.0,75.7541,0.0,-1.969685,30.758732,1364.4,11.0,0.502178,0.8,117.9,25.4,109,128,493.4,12.7,488,501,-871.6,3.6,-875,-868,1417.1,192626.5,551,2537,372.3,410527.1,-848,1828,-2757.2,28325.0,-3071,-2362,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218853,0.63189,0.07598,0.039349,0.0,30.0
33:49:09,1697048490,2023-10-11T18:21:30,2023-10-11T20:21:30,0.996,2029.25,33.71,38.29,0.0,36.38,35.96,868.08,873.43,1.9,32.97,0.9842,710,0,8.874,0.98016,3.55,29604,45,30.0,10.67,0.14,11.28,0.15,11.28,0.15,11.28,0.15,73.02,6.39,84.9,8.64,85.13,8.69,85.16,8.7,85.16,8.7,0.54,0.0,75.7597,0.0,-1.969723,30.758726,1355.6,10.0,0.327418,0.9,116.8,31.8,106,126,493.3,10.8,488,501,-871.5,5.7,-876,-866,1487.4,232859.8,717,2695,248.4,550126.7,-1111,1636,-2803.1,34822.5,-3167,-2441,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217826,0.636059,0.075826,0.039293,0.0,30.0
33:49:39,1697048520,2023-10-11T18:22:00,2023-10-11T20:22:00,0.998,2029.74,33.71,38.27,0.0,36.38,35.83,868.14,873.41,1.9,33.1,0.9841,710,0,8.875,0.98097,3.55,29589,45,30.0,11.35,0.06,12.0,0.07,12.0,0.07,12.0,0.07,77.68,2.84,90.32,3.83,90.56,3.85,90.59,3.86,90.59,3.86,0.54,0.0,75.7655,0.0,-1.969691,30.758739,1351.1,12.0,0.287326,0.7,116.9,25.3,109,127,493.8,15.1,487,503,-871.3,5.2,-875,-867,1454.2,169470.0,542,2415,257.4,325279.5,-980,1190,-2799.4,19237.0,-3071,-2485,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218008,0.642479,0.075743,0.03838,0.0,30.0
33:50:09,1697048550,2023-10-11T18:22:30,2023-10-11T20:22:30,0.999,2030.24,33.71,38.3,0.0,36.38,36.38,868.08,873.51,1.9,32.97,0.9843,710,0,8.873,0.98097,3.55,29573,45,30.0,10.33,0.1,10.93,0.12,10.93,0.12,10.93,0.12,70.74,4.89,82.25,6.61,82.47,6.64,82.49,6.65,82.49,6.65,0.52,0.0,75.7712,0.0,-1.969705,30.758698,1349.5,12.0,0.220506,0.7,116.2,36.6,102,126,493.5,9.8,488,500,-871.0,3.9,-874,-866,1526.5,161673.2,927,2590,330.7,445452.4,-1015,1557,-2787.1,21320.0,-3088,-2546,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217356,0.644356,0.075807,0.038483,0.0,30.0
33:50:39,1697048580,2023-10-11T18:23:00,2023-10-11T20:23:00,0.996,2030.74,33.73,38.32,0.0,36.38,35.77,868.14,873.51,1.9,32.87,0.9842,710,0,8.873,0.98057,3.55,29557,45,30.0,10.04,0.07,10.62,0.08,10.62,0.08,10.62,0.08,68.73,3.43,79.91,4.64,80.12,4.67,80.15,4.67,80.15,4.67,0.51,0.0,75.7766,0.0,-1.969709,30.758682,1352.4,12.0,0.021588,0.7,117.7,23.7,108,125,493.8,8.7,489,499,-871.1,4.7,-875,-868,1463.5,297205.0,411,2747,275.1,624451.4,-1321,1443,-2781.0,27661.5,-3062,-2476,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218505,0.64678,0.075912,0.039313,0.0,30.0
33:51:09,1697048610,2023-10-11T18:23:30,2023-10-11T20:23:30,0.998,2031.24,33.75,38.29,0.0,36.38,36.32,868.08,873.46,1.9,33.46,0.9839,710,0,8.876,0.98178,3.55,29541,45,30.0,13.34,1.05,14.11,1.18,14.11,1.18,14.11,1.18,91.32,49.26,106.18,66.6,106.46,66.96,106.5,67.0,106.5,67.0,0.5,0.0,75.7827,0.0,-1.969684,30.758718,1356.3,12.0,0.116164,0.7,117.9,27.6,107,128,493.9,9.0,487,500,-871.5,4.5,-876,-867,1482.6,159637.0,717,2476,491.1,486414.9,-673,1802,-2786.8,19546.5,-3106,-2432,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226153,0.654266,0.084289,0.038385,0.0,30.0
33:51:39,1697048640,2023-10-11T18:24:00,2023-10-11T20:24:00,0.996,2031.74,33.77,38.35,0.0,36.38,36.04,868.16,873.43,1.9,33.32,0.9839,710,0,8.873,0.98057,3.55,29525,45,30.0,13.33,1.25,14.09,1.39,14.09,1.39,14.09,1.39,91.25,58.45,106.09,79.03,106.38,79.45,106.41,79.5,106.41,79.5,0.51,0.0,75.7898,0.0,-1.969656,30.758692,1359.2,12.0,0.360314,0.7,116.6,24.1,109,126,493.2,10.9,488,499,-871.9,4.6,-875,-867,1466.1,101821.2,822,2126,204.5,603483.4,-1242,2091,-2797.0,25023.0,-3115,-2432,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218979,0.658309,0.075916,0.039398,0.0,30.0
33:52:09,1697048670,2023-10-11T18:24:30,2023-10-11T20:24:30,0.999,2032.24,33.79,38.34,0.0,36.38,35.91,868.16,873.53,1.9,33.85,0.9838,710,0,8.873,0.98381,3.55,29509,45,30.0,11.1,0.11,11.73,0.13,11.73,0.13,11.73,0.13,75.96,5.31,88.32,7.18,88.56,7.22,88.59,7.22,88.59,7.22,0.52,0.0,75.7962,0.0,-1.969617,30.758673,1360.5,9.0,0.315596,0.8,118.1,29.0,104,130,494.4,13.8,488,503,-871.0,5.3,-876,-866,1500.0,192491.2,612,2546,211.4,565385.8,-988,1653,-2790.8,23825.5,-3097,-2388,0.0,0.0,0.0,0.0,100.0,0.0,0,0.219619,0.656822,0.077454,0.039339,0.0,30.0
33:52:39,1697048700,2023-10-11T18:25:00,2023-10-11T20:25:00,0.998,2032.73,33.79,38.3,0.0,36.38,35.93,868.14,873.38,1.9,33.04,0.9838,710,0,8.876,0.98158,3.55,29493,45,30.0,10.49,0.1,11.1,0.12,11.1,0.12,11.1,0.12,71.83,4.9,83.52,6.63,83.74,6.67,83.77,6.67,83.77,6.67,0.51,0.0,75.8019,0.0,-1.969626,30.758667,1365.9,11.0,0.127472,0.7,119.2,25.7,111,127,494.7,7.9,489,502,-871.5,5.4,-876,-867,1461.3,228131.0,796,2738,283.9,672884.4,-1330,1872,-2774.2,35513.0,-3176,-2450,0.0,0.0,0.0,0.0,100.0,0.0,0,0.221002,0.660562,0.079374,0.03863,0.0,30.0
33:53:09,1697048730,2023-10-11T18:25:30,2023-10-11T20:25:30,0.998,2033.23,33.8,38.36,0.0,36.38,35.77,868.13,873.43,1.9,32.89,0.9839,710,0,8.877,0.9826,3.55,29477,45,30.0,10.23,0.17,10.82,0.19,10.82,0.19,10.82,0.19,70.04,7.89,81.44,10.67,81.66,10.73,81.69,10.74,81.69,10.74,0.5,0.0,75.8074,0.0,-1.969631,30.75869,1365.4,11.0,0.608576,0.7,118.3,26.0,106,126,494.5,8.7,489,502,-871.7,3.3,-876,-869,1449.8,187098.5,770,2441,279.0,714045.8,-2082,1863,-2752.0,43239.5,-3158,-2275,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218348,0.671151,0.075774,0.039381,0.0,30.0
33:53:39,1697048760,2023-10-11T18:26:00,2023-10-11T20:26:00,0.998,2033.73,33.81,38.38,0.0,36.38,36.22,868.35,873.53,1.9,32.72,0.984,710,0,8.875,0.98483,3.55,29461,45,30.0,10.84,0.29,11.46,0.32,11.46,0.32,11.46,0.32,74.2,13.42,86.27,18.15,86.5,18.24,86.53,18.26,86.53,18.26,0.49,0.0,75.8129,0.0,-1.969664,30.758663,1359.1,12.0,0.273448,0.7,116.6,30.4,105,126,494.9,9.3,490,502,-871.2,4.8,-874,-866,1469.8,179538.5,822,2642,299.2,481989.1,-1128,1557,-2797.2,20130.0,-3071,-2493,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218869,0.673444,0.076011,0.038494,0.0,30.0
